"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean"
"358",53791,"Polygon",16858,"16858",1,"Pichi Mahuida","Pichi Mahuida","Sub-national ministry or agency","Not Reported","Designated",1974,0,0,41.19,79.08180171,"National","Reserva Natural","Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-L","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"359",54968,"Polygon",555587132,"555587132",1,"Piedra Parada","Piedra Parada","Sub-national ministry or agency","Not Reported","Designated",2006,0,0,1.32,1.310311773,"National","Reserva Natural Turística","Tourist Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-U","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"360",54830,"Polygon",146618,"146618",1,"Piñalito","Piñalito","Sub-national ministry or agency","Not Reported","Designated",1993,0,0,38.03,38.02182498,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"361",54916,"Polygon",555587136,"555587136",1,"Pint Rupestres Rio Chalia o Shehuen","Pint Rupestres Rio Chalia o Shehuen","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,123.3,132.3142336,"National","Reserva Provincial","Provincial Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-Z","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"362",61222,"Polygon",555577538,"555577538",1,"Pizarro","Pizarro","Federal or national ministry or agency","Administración de Parques Nacionales","Designated",2015,0,0,78.37,79.08774331,"National","Reserva Nacional","National Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-A","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"363",54923,"Polygon",555558359,"555558359",1,"Playa Larga","Playa Larga","Sub-national ministry or agency","Not Reported","Designated",1997,0,0.01497481354,0.24,0.3208513118,"National","Reserva Cultural Natural","Nature and Cultural Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-V","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"364",55055,"Polygon",555626123,"555626123",1,"Potrero 7b","Potrero 7b","Sub-national ministry or agency","Not Reported","Designated",1992,0,0,20,20.21923276,"National","Reserva Natural Manejada","Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-S","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"366",53807,"Polygon",32509,"32509",1,"Potrero de Yala","Potrero de Yala","Sub-national ministry or agency","Not Reported","Designated",1952,0,0,42.92,45.6694116,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-Y","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"367",61175,"Polygon",97554,"97554",1,"Pre-Delta","Pre-Delta","Federal or national ministry or agency","Administración de Parques Nacionales","Designated",1992,0,0,26.08,26.81312993,"National","Parque Nacional","National Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-E","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"370",53777,"Polygon",555587154,"555587154",1,"Presidente Sarmiento","Presidente Sarmiento","Sub-national ministry or agency","Not Reported","Designated",2005,0,0,7.48,9.223417483,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-J","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"371",55005,"Polygon",555587149,"555587149",1,"Puente del Inca","Puente del Inca","Sub-national ministry or agency","Not Reported","Designated",1991,0,0,5,5.503922421,"National","Monumento Natural","Nature Monument","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-M","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"372",54883,"Polygon",555587087,"555587087",1,"Puerto Dalmacia","Puerto Dalmacia","Sub-national ministry or agency","Not Reported","Designated",1967,0,0,1.87,1.654045144,"National","Reserva de Pesca","Fisheries Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-P","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"374",54861,"Polygon",555587070,"555587070",1,"Puerto Peninsula","Puerto Peninsula","Federal or national ministry or agency","Not Reported","Designated",2004,0,0,69,70.09154505,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"375",61091,"Polygon",555624156,"555624156",1,"Puerto Península","Puerto Península","Federal or national ministry or agency","Ejercito Argentino","Designated",2008,0,0,88,80.95595836,"National","Reserva Natural de la Defensa","Nature Reserve of Defense","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"376",54813,"Polygon",300078,"300078",1,"Puerto San Juan","Puerto San Juan","Private Landowners","Not Reported","Designated",1997,0,0,2.5,2.635166572,"National","Reserva Privada","Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"377",55022,"Polygon",16880,"16880",1,"Punta Bermeja","Punta Bermeja","Sub-national ministry or agency","Not Reported","Designated",1971,0,12.28958181,19,18.98538328,"National","Área Natural Protegida","Protected Nature Area","Not Applicable",1,"Not Reported",0,"Not Reported","AR-R","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"378",61228,"Polygon",555624161,"555624161",1,"Punta Buenos Aires","Punta Buenos Aires","Federal or national ministry or agency","Armada Argentina","Designated",2008,0,4.108729209,75,82.45785945,"National","Reserva Natural de la Defensa","Nature Reserve of Defense","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-U","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"379",54939,"Polygon",32513,"32513",1,"Punta del Márquez","Punta del Marqués","Local communities","Not Reported","Designated",2002,0,0,0.5,0.5078687988,"National","Reserva Natural Turística y de Investigación Biológica","Tourist and Scientific Research Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-U","ARG","ARG",0,0,0,0,1,0,0,0,0,"local"
"381",54910,"Polygon",555587107,"555587107",1,"Punta Gruesa","Punta Gruesa","Sub-national ministry or agency","Not Reported","Designated",2002,0,0,22.94,23.1366356,"National","Reserva Provincial","Provincial Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-Z","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"382",54888,"Polygon",16831,"16831",1,"Punta Lara","Punta Lara","Sub-national ministry or agency","Not Reported","Designated",2001,0,0.6317914728,55.79,55.96714449,"National","Reserva Natural Integral Mixta","Mixed Integral Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-B","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"383",55013,"Polygon",20190,"20190",1,"Punta León","Punta León","Sub-national ministry or agency","Not Reported","Designated",1985,0,1.55948725,1.5,3.411906716,"National","Reserva Natural Turística","Tourist Nature Reserve","Not Applicable",1,"Not Reported",0,"Not Reported","AR-U","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"384",55012,"Polygon",16888,"16888",1,"Punta Loma","Punta Loma","Sub-national ministry or agency","Not Reported","Designated",1967,0,0,17.07,17.12192187,"National","Reserva Natural Turística","Tourist Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-U","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"387",54962,"Polygon",19612,"19612",1,"Punta Tombo","Punta Tombo","Sub-national ministry or agency","Not Reported","Designated",1972,0,0.3756015757,2.1,2.370785401,"National","Reserva Natural Turística","Tourist Nature Reserve","Not Applicable",1,"Not Reported",0,"Not Reported","AR-U","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"391",61178,"Polygon",555577544,"555577544",1,"Quebrada del Condorito","Quebrada del Condorito","Federal or national ministry or agency","Administración de Parques Nacionales","Designated",1996,0,0,108.07,108.356501,"National","Reserva Nacional","National Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-X","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"393",54867,"Polygon",300079,"300079",1,"Quebrada del Portugués","Quebrada del Portugués","Federal or national ministry or agency","Not Reported","Designated",1996,0,0,120,77.21602531,"National","Reserva Natural","Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-T","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"395",55081,"Polygon",903114,"903114",1,"Reserva Natural Otamendi","Reserva Natural Otamendi","Federal or national ministry or agency","Not Reported","Designated",2008,0,0,30,40.9501673,"International","Sitio Ramsar, Humedal de Importancia Internacional","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)",0,"Not Applicable",0,"Not Reported","AR-B","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"398",55026,"Polygon",555558364,"555558364",1,"Restinga del Faro","Restinga del Faro","Sub-national ministry or agency","Not Reported","Designated",2011,7,7.073748603,7.06,7.073748603,"National","Reserva Natural Provincial","Provincial Nature Reserve","Not Applicable",2,"Not Reported",0,"Not Reported","AR-B","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"400",54964,"Polygon",16900,"16900",1,"Ría de Puerto Deseado","Ría de Puerto Deseado","Sub-national ministry or agency","Not Reported","Designated",1977,0,23.02455731,34.4,75.50204332,"National","Reserva Natural Intangible","Intangible Nature Reserve","Not Applicable",1,"Not Reported",0,"Not Reported","AR-Z","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"402",54595,"Polygon",32516,"32516",1,"Rincón de Ajó","Rincón de Ajó","Sub-national ministry or agency","Not Reported","Designated",1997,0,2.958673767,15.737,14.99114174,"National","Reserva Natural Integral","Integral Nature Reserve","Not Applicable",1,"Not Reported",0,"Not Reported","AR-B","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"403",54886,"Polygon",300080,"300080",1,"Rincón de Santa María","Rincón de Santa María","Sub-national ministry or agency","Not Reported","Designated",1994,0,0,24.5,71.6194356,"National","Reserva Natural Provincial","Provincial Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-W","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"406",54959,"Polygon",97478,"97478",1,"Rio Limay","Rio Limay","Sub-national ministry or agency","Not Reported","Designated",1996,0,0,155.14,170.2399403,"National","Área Natural Protegida - Paisaje Protegido","Protected Nature Area - Protected Landscape","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-R","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"410",54922,"Polygon",555587114,"555587114",1,"Rio Valdez","Rio Valdez","Sub-national ministry or agency","Not Reported","Designated",2003,0,0,32.77,27.36968225,"National","Reserva Provincial de Uso Múltiple","Multiple Use Provincial Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-V","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"413",54831,"Polygon",30835,"30835",1,"Salto Encantado Valle Ao. Cuña Piru","Salto Encantado Valle Ao. Cuña Piru","Sub-national ministry or agency","Not Reported","Designated",1991,0,0,7.06,9.215010615,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"415",61181,"Polygon",146711,"146711",1,"San Antonio","San Antonio","Federal or national ministry or agency","Administración de Parques Nacionales","Designated",1990,0,0,4.8,4.805477442,"National","Reserva Natural Estricta","Strict Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,0,1,0,"federal"
"418",55060,"Polygon",555626129,"555626129",1,"San Justo","San Justo","Local communities","Not Reported","Designated",1991,0,0,0.2,0.1405892082,"National","Reserva Municipal","Municipal Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-S","ARG","ARG",0,0,0,0,1,0,0,0,0,"local"
"421",54865,"Polygon",97563,"97563",1,"San Miguel de la Frontera","San Miguel de la Frontera","Private Landowners","Not Reported","Designated",1993,0,0,55,52.29219988,"National","Reserva Privada","Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"422",54869,"Polygon",16886,"16886",1,"Santa Ana","Santa Ana","Sub-national ministry or agency","Not Reported","Designated",1951,0,0,200,173.2789961,"National","Reserva Natural","Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-T","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"423",55059,"Polygon",555626128,"555626128",1,"Santa Fe la Vieja","Santa Fe la Vieja","Sub-national ministry or agency","Not Reported","Designated",1970,0,0,0.69,0.9833740465,"National","Parque Arqueológico","Archaeological Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-S","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"424",54832,"Polygon",555587055,"555587055",1,"Santa Maria del Aguaray mini","Santa Maria del Aguaray mini","Private Landowners","Not Reported","Designated",1999,0,0,0.64,0.2370843988,"National","Reserva Privada","Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"427",54194,"Polygon",166784,"166784",1,"Sierra Crovetto","Sierra Crovetto","Sub-national ministry or agency","Not Reported","Designated",1996,0,0,10.88,10.2606694,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"431",55007,"Polygon",300087,"300087",1,"Sierra Pintada","Sierra Pintada","Private Landowners","Not Reported","Designated",1996,0,0,135,46.44715982,"National","Reserva de Uso Múltiple","Multiple Use Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-M","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"434",54141,"Polygon",30836,"30836",1,"Teyú Cuare","Teyú Cuare","Sub-national ministry or agency","Not Reported","Designated",1989,0,0,0.78,0.7897799287,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"436",54839,"Polygon",32518,"32518",1,"Timbó Gigante","Timbó Gigante","Private Landowners","Not Reported","Designated",1995,0,0,1.99,1.402615464,"National","Refugio Privado","Private Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"437",54842,"Polygon",555587057,"555587057",1,"Tomo","Tomo","Private Landowners","Not Reported","Designated",1997,0,0,14.41,15.27919484,"National","Reserva Privada","Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"440",53664,"Polygon",555587146,"555587146",1,"Tupa Poja - Lote 71 A","Tupa Poja - Lote 71 A","Private Landowners","Not Reported","Designated",2006,0,0,0.49,0.4475489253,"National","Reserva Privada","Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"441",54853,"Polygon",166725,"166725",1,"Urugua-í","Urugua-í","Private Landowners","Not Reported","Designated",2002,0,0,31.492,31.6237683,"National","Reserva de Vida Silvestre","Wildlife Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"443",54852,"Polygon",555587067,"555587067",1,"Uruzu","Uruzu","Sub-national ministry or agency","Not Reported","Designated",2004,0,0,24.9412,24.98612908,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"454",54859,"Polygon",32522,"32522",1,"Yacuy","Yacuy","Sub-national ministry or agency","Not Reported","Designated",1989,0,0,3.47,3.628469032,"National","Parque Provincial","Provincial Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,0,0,1,0,0,"subnational"
"458",54121,"Polygon",555587060,"555587060",1,"Yaguarundi","Yaguarundi","Private Landowners","Not Reported","Designated",2003,0,0,4,4.042573535,"National","Reserva Privada de Vida Silvestre","Private Wildlife Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,1,0,0,0,0,0,0,"private"
"459",54843,"Polygon",300092,"300092",1,"Yarará","Yarará","Local communities","Not Reported","Designated",1995,0,0,0.1038,0.1042263564,"National","Parque Natural Municipal","Municipal Nature Park","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-N","ARG","ARG",0,0,0,0,1,0,0,0,0,"local"
"461",55031,"Polygon",555587167,"555587167",1,"Zanjon de Loreto","Zanjon de Loreto","Local communities","Not Reported","Designated",2013,0,0,10.6,12.18882512,"National","Reserva Natural Urbana de Uso Múltiple","Urban Multiple Use Nature Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","AR-W","ARG","ARG",0,0,0,0,1,0,0,0,0,"local"
"476",226013,"Polygon",20039,"20039",1,"Toro Toro","Toro Toro","Federal or national ministry or agency","Not Reported","Designated",1989,0,0,168.3691832,168.9878149,"National","Not Reported","National Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BO-P","BOL","BOL",0,0,0,0,0,0,0,1,0,"federal"
