"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean"
"6033",56264,"Polygon",555555670,"555555670",1,"Milpuj - La Heredad","Milpuj - La Heredad","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,0.1657,0.1664777388,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-AMA","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6034",56269,"Polygon",555555671,"555555671",1,"La Huerta del Chaparrí","La Huerta del Chaparrí","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,1,1.006639674,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LAM","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6035",56272,"Polygon",555555676,"555555676",1,"Inotawa-2","Inotawa-2","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,0.1559,0.1569233172,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6036",56280,"Polygon",555555677,"555555677",1,"San Juan Bautista","San Juan Bautista","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,0.2314,0.2328686318,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6037",56284,"Polygon",555555678,"555555678",1,"Boa Wadack Dari","Boa Wadack Dari","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,0.2288,0.2303106757,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6038",56290,"Polygon",555555679,"555555679",1,"Nuevo Amanecer","Nuevo Amanecer","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,0.2838,0.2857622738,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6039",56330,"Polygon",555637426,"555637426",1,"Bioparque Amazónico: Bosque de Huayo","Bioparque Amazónico: Bosque de Huayo","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2018,0,0,0.10758995,0.1083050046,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6040",56342,"Polygon",555629232,"555629232_B",1,"Zoo Perú, parcela 132","Zoo Perú, parcela 132","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2017,0,0,0.80625,0.4058605379,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6041",56349,"Polygon",555555680,"555555680",1,"Taypipiña","Taypipiña","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,6.51192,6.608373398,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-PUN","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6042",56440,"Polygon",555555681,"555555681",1,"Checca","Checca","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,5.6,5.615330935,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-PUN","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6043",56457,"Polygon",555555682,"555555682",1,"El Gato","El Gato","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,0.45,0.4530906496,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6044",56476,"Polygon",555555683,"555555683",1,"Bosque Benjamín I","Bosque Benjamin I","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,0.2841,0.2860910669,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6045",56781,"Polygon",555623673,"555623673",1,"Machusaniaca I","Machusaniaca I","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.220048,0.2213358752,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-CUS","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6046",56788,"Polygon",555623674,"555623674",1,"San Luis","San Luis","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2015,0,0,11.44,11.49516652,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-CUS","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6047",56789,"Polygon",555629216,"555629216",1,"Camino Verde Baltimore","Camino Verde Baltimore","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,0.2107,0.2121072542,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6048",56794,"Polygon",555629220,"555629220",1,"Sumac Quilla","Sumac Quilla","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.3622,0.3646409801,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6049",56795,"Polygon",555629221,"555629221",1,"Sumac Pacha","Sumac Pacha","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.3,0.3020293008,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6050",56797,"Polygon",555629222,"555629222",1,"Sumac Inti","Sumac Inti","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.272,0.2738334453,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6051",56800,"Polygon",555629224,"555629224",1,"Chakra Educativa","Chakra Educativa","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.0933675,0.09402134866,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6052",56802,"Polygon",555629225,"555629225",1,"Bahuaja 1","Bahuaja 1","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2017,0,0,1.320384,1.32942307,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6053",56807,"Polygon",555623640,"555623640",1,"Larga Vista I","Larga Vista I","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,0.2232,0.224621323,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-SAM","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6054",56812,"Polygon",555623641,"555623641",1,"Bosque Benjamín II","Bosque Benjamín II","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,0.29,0.2919827525,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6055",56815,"Polygon",555623642,"555623642",1,"Bosque Benjamín III","Bosque Benjamín III","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,0.26,0.2617775043,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6056",56824,"Polygon",555623643,"555623643",1,"Las Panguanas 4","Las Panguanas 4","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,0.051226,0.05157364195,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6057",56825,"Polygon",555623644,"555623644",1,"Las Panguanas 2","Las Panguanas 2","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,0.006231,0.006273129629,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6058",56828,"Polygon",555623645,"555623645",1,"Amazon Shelter","Amazon Shelter","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2014,0,0,0.09593,0.09659036924,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6059",56831,"Polygon",555623646,"555623646",1,"Espíritu del Monte","Espíritu del Monte","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2014,0,0,0.400044,0.4027818578,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6060",56832,"Polygon",555623647,"555623647",1,"Las Panguanas 1","Las Panguanas 1","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2014,0,0,0.019141,0.01927079709,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6061",56835,"Polygon",555623648,"555623648",1,"Kakiri Uka","Kakiri Uka","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2014,0,0,0.1214,0.1223143775,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6062",56857,"Polygon",555623649,"555623649",1,"Cavernas de Leo","Cavernas de Leo","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2014,0,0,0.125,0.1257105009,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6063",57147,"Polygon",555555685,"555555685",1,"Gotas de Agua II","Gotas de Agua II","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,0.075,0.07544313532,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-CAJ","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6064",57449,"Polygon",555555689,"555555689",1,"Larga Vista II","Larga Vista II","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,0.225,0.2265205984,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-SAM","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6065",57457,"Polygon",555555690,"555555690",1,"Pucunucho","Pucunucho","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,0.235,0.2365138519,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-SAM","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6066",57512,"Polygon",555555691,"555555691",1,"Bosque Berlín","Berlin","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,0.59,0.5931917825,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-AMA","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6067",57526,"Polygon",555577549,"555577549",1,"Selva Virgen","Selva Virgen","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,0.245148,0.2467947519,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6068",57537,"Polygon",555577552,"555577552",1,"Las Panguanas 3","Las Panguanas 3","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2013,0,0,0.068727,0.0691935337,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6069",57615,"Polygon",555623671,"555623671",1,"Machusaniaca II","Machusaniaca II","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.129836,0.1305957128,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-CUS","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6070",60645,"Polygon",555623635,"555623635",1,"Fundo Cadena","Fundo Cadena","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.447374,0.4499690261,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-CUS","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6071",60878,"Polygon",555555629,"555555629",1,"Bosque Natural El Cañoncillo","Bosque Natural El Cañoncillo","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2004,0,0,13.109,15.03943959,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LAL","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6072",60903,"Polygon",555555631,"555555631",1,"Huiquilla","Huiquilla","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2006,0,0,11.405429,11.46388312,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-AMA","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6073",60904,"Polygon",555555634,"555555634",1,"San Antonio","San Antonio","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2007,0,0,3.5739,3.591000574,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-AMA","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6074",60912,"Polygon",555555651,"555555651",1,"Refugio K'erenda Homet","Refugio K'erenda Homet","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,0.354,0.3564420904,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6075",60914,"Polygon",555555652,"555555652",1,"Bosque Seco Amotape","Bosque Seco Amotape","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,1.233,1.242194278,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-TUM","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6076",60915,"Polygon",555555653,"555555653",1,"Herman Dantas","Herman Dantas","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,0.4907,0.493997514,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6077",60916,"Polygon",555555654,"555555654",1,"Selva Botánica","Selva Botánica","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,1.7046,1.714904704,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6078",60920,"Polygon",555555646,"555555646",1,"Tambo Ilusión","Tambo Ilusion","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,0.1429,0.143873952,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-SAM","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6079",60922,"Polygon",555555648,"555555648",1,"Bahuaja","Bahuaja","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,0.0557,0.05609420994,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6080",60923,"Polygon",555555649,"555555649",1,"Tutusima","Tutusima","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,0.0543,0.05464058526,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6081",60924,"Polygon",555555650,"555555650",1,"Habana Rural Inn","Habana Rural Inn","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2010,0,0,0.2779,0.2798409591,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6082",60939,"Polygon",555555665,"555555665",1,"Amazon Natural Park","Amazon Natural Park","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,0.626575,0.6310166074,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6083",60943,"Polygon",555623638,"555623638",1,"Inotawa-1","Inotawa-1","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,0.5892,0.5932523249,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6084",60944,"Polygon",555623639,"555623639",1,"Gotas de Agua I","Gotas de Agua I","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2012,0,0,0.03,0.03017759788,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-CAJ","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6085",60945,"Polygon",555555673,"555555673",1,"Panguana","Panguana","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,1.356,1.311180241,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-HUC","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6086",60951,"Polygon",555623653,"555623653",1,"Wacan Numi","Wacan Numi","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2015,0,0,0.128,0.1226129705,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-PIU","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6087",60957,"Polygon",555623658,"555623658",1,"El Cortijo","El Cortijo","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2015,0,0,0.2235,0.2251660977,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PER-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6088",60959,"Polygon",555623660,"555623660",1,"Botafogo","Botafogo","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.168744,0.1699062836,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6089",60960,"Polygon",555623661,"555623661",1,"Aurora","Aurora","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.389617,0.3922566124,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-PIU","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6090",60965,"Polygon",555623669,"555623669",1,"Santuario de La Verónica","Santuario de La Verónica","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.20793,0.2089234338,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-CUS","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6091",60966,"Polygon",555623670,"555623670",1,"Fundo Rosita","Fundo Rosita","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,2.44925,2.465566213,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6092",60968,"Polygon",555623667,"555623667",1,"Palmonte","Palmonte","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.143082,0.1440904703,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6093",60969,"Polygon",555623668,"555623668",1,"Sabalillo","Sabalillo","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.226864,0.2284025563,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-CUS","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6094",60971,"Polygon",555629217,"555629217",1,"Fundo Las Neblinas","Fundo Las Neblinas","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.30362,0.3057510498,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-PAS","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6095",60973,"Polygon",555629218,"555629218",1,"Tambopata Eco Lodge","Tambopata Eco Lodge","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,10.657047,10.72981584,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6096",60974,"Polygon",555629219,"555629219",1,"Lakshmi Amazónica","Lakshmi Amazónica","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2016,0,0,0.56660564,0.57052312,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6097",60977,"Polygon",555629232,"555629232_A",1,"Zoo Perú, parcela 130","Zoo Perú, parcela 130","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2017,0,0,0.80625,0.4058594615,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-LOR","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6098",60979,"Polygon",555629235,"555629235",1,"Bosque de Churumazú","Bosque de Churumazu","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2017,0,0,0.140798,0.1417879765,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-PAS","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6099",60990,"Polygon",555638074,"555638074",1,"Refugio Lupuna","Refugio Lupuna","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2018,0,0,0.419469,0.422337264,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6100",60995,"Polygon",555638077,"555638077",1,"El Cortijo Centro Piedras","El Cortijo Centro Piedras","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2018,0,0,0.687276,0.6920207548,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PE-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6101",60996,"Polygon",555643518,"555643518",1,"Naturaleza Viva Ryo","Naturaleza Viva Ryo","Individual landowners","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2018,0,0,0.263,0.2646489334,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","PA-MDD","PER","PER",0,0,1,0,0,0,0,0,0,"private"
"6102",56164,"Polygon",555629227,"555629227",1,"Santa Catalina de Moza","Santa Catalina de Moza","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2017,0,0,18.4204,18.55049037,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-PIU","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6103",56177,"Polygon",555629229,"555629229",1,"Matoriato","Matoriato","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2017,0,0,17.375,17.22593785,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CUS","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6104",56245,"Polygon",555555658,"555555658",1,"Pampacorral","Pampacorral","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,7.6756,7.708313994,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-CUS","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6105",56248,"Polygon",555555668,"555555668",1,"Lomas de Atiquipa","Lomas de Atiquipa","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0.9489723785,190.2802,191.5059493,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-ARE","PER","PER",0,0,0,0,1,0,0,0,0,"local"
"6106",56251,"Polygon",555555669,"555555669",1,"Huaylla Belén - Colcamar","Huaylla Belén - Colcamar","Local communities","Servicio Nacional de Áreas Naturales Protegidas por el estado (SERNANP)","Designated",2011,0,0,63.3842,63.68256456,"National","VI","Private Conservation Area","Not Applicable",0,"Not Applicable",0,"Communal","PE-AMA","PER","PER",0,0,0,0,1,0,0,0,0,"local"
